id,products_name,protein_per_100g,fat_per_100g,carb_per_100g,kcal_per_100g
2036,Мармелад фруктово-ягодный в шоколаде,1.5,9.2,64.2,349
2037,Мармеладные дольки,0,0,86.6,318
2038,Марципан,6.8,21.2,65.3,479
2039,Маршмеллоу,1.8,0.2,81.3,318
2040,Мастика сахарная,0,1,96,393
2041,Меренги (безе),2.6,20.8,60.5,440
2042,Мини круассаны 7 Days с кокосовым кремом,7,26.3,42,433
2043,Мини круассаны 7 Days с кремом ваниль,7,26.3,44,441
2044,Мини круассаны 7 Days с кремом варёная сгущенка,8,26.3,44,445
2045,Мини круассаны 7 Days с кремом какао,7,26.3,44,441
2046,Мини круассаны 7 Days с кремом карамель,6,26.3,44.5,441
2047,Мини круассаны 7 Days с начинкой вишня,6,16,52,380
2048,Мини круассаны 7 Days с начинкой клубника,6,16.3,52,379
2049,Мини-печенье Медвежонок Барни для завтрака медовое,8,14.5,68,430
2050,Мини-печенье Медвежонок Барни для завтрака шоколадное,8.3,15.5,67,430
2051,Мини-пирожные Baker House Трюфельные,5,24,47,420
2052,Нуга Арахисовая,7.1,10.6,72.2,404
2053,Нуга с миндалем и клюквой,6,22,60,465
2054,Нуга с орехами и цукатами,6.5,16,65,430
2055,Паста Nutella,6.8,31,56,530
2056,Паста арахисовая Bombbar,28,45,10,557
2057,Паста арахисовая DopDrops без сахара,24,45,6,550
2058,Паста арахисовая Hy-Top хрустящая,21.9,50,22,625
2059,Паста арахисовая Nutbutter натуральная,24,50,22,585
2060,Паста арахисовая Nutley с шоколадом,15.2,41.1,33,517
2061,Паста кокосовая Bombbar,0,65,14,657
2062,Паста кокосовая Crunch Brunch,20,65,12,720
2063,Паста кокосовая DopDrops,6.9,65,14.3,672
2064,Паста шоколадная Bombbar с фундуком,20,38,9.4,490
2065,Пастила,0.5,0,80.8,310
2066,Пастила Белёвская мануфактура Ягодное ассорти,4,0,65,276
2067,Пастила ВкусВилл Белёвская без сахара,0.3,0.6,75.8,310
2068,Печенье Орешки с вареной сгущенкой,6,19,58,423
2069,Печенье Delisse Печенюш Апельсиныч бисквитное в белой глазури,4.7,9.3,69,349
2070,Печенье Oreo Chocolate Cream,5.9,20.6,66.5,475
2071,Печенье Oreo Original,4.9,20.8,68,478
2072,Печенье Анзак,5.4,21.4,53.6,415
2073,Печенье Грибочки,3.6,7.9,69.6,367
2074,Печенье Кокосанка,7,22.7,64.2,479
2077,Печенье Любятово Мария традиционное,8,9.5,72,410
2078,Печенье Маркиза,7.3,29.3,68.9,568
2079,Печенье миндальное,7,22.7,64.7,486
2080,Печенье овсяное,6.5,14.4,71.8,437
2081,Печенье Пампини Беллонэ йогурт-малина,4.1,20.7,52.7,415
2082,Печенье Пампини ЧикиЛайфф с творожной начинкой,4.7,16.1,55,383
2083,Печенье Подружки Печенюшки сахарное,8,9,73,410
2084,Печенье с ароматом топленого молока,7.2,26.5,63,519
2085,Печенье Савоярди,8.5,3.8,76.6,378
2086,Печенье сдобное,10.4,5.2,76.8,458
2087,"Печенье Семейка ОЗБИ с изюмом, яблоком и корицей",7.5,11.9,67.3,406
2088,Печенье Слоёные ушки,6.4,29,57,520
2089,Печенье Спартак с фруктозой,8.5,17.4,64.6,450
2090,Печенье Юбилейное традиционное,7.6,19.5,65.5,465
2091,Печенье Юбилейное утреннее с какао,8.8,17.1,70,447
2092,Пирожное Choco Pie Lotte,4,18,64.9,438
2093,Пирожное Choco-Pie,3.6,16.1,70.9,430
2094,Пирожное Kinder Delice с молочной начинкой,5.9,29,42.6,455
2095,Пирожное Kinder молочный ломтик,8.2,27.9,34,420
2096,Пирожное Konti Timi с малиной и сливками,4.5,14,62,370
2097,Пирожное Кармен,2.9,19.4,52.8,390
2098,Пирожное Картошка с карамельной начинкой,3.7,20,47.6,355
2099,Пирожное Картошка с кремом,4.3,19.7,48.9,392
2100,Пирожное Корзиночка с белковым кремом,1.9,13.7,59.3,372
2101,Пирожное Корзиночка с фруктами,0.8,17.3,42.5,380
2102,Пирожное Медвежонок Барни с шоколадной начинкой,5.8,15.2,59.1,390
2103,Пирожное Песочное кольцо с орехами,4.8,9.2,55.3,420
2104,Пирожное Полено,4.8,22.2,47.1,368
2105,Пирожное Творожное кольцо,11.2,16.7,24.8,326
2106,Пирожное Трубочка с кремом,1.7,25.2,50.9,454
2107,Пирожное Эклер с кремом,3.2,30.8,36.2,439
2108,Повидло абрикосовое,0.3,0,64,242
2109,Повидло апельсиновое,0.5,0.1,41.5,254
2110,Повидло вишневое,0.5,0.1,95.4,250
2111,Повидло грушевое,0.1,0.1,56.8,215
2112,Повидло из киви,0.2,0.3,35.4,136
2113,Повидло из крыжовника,1,0,46,181
2114,Повидло из чёрной смородины,1,0,73,284
2115,Повидло клубничное,0.5,0.1,61.5,244
2116,Повидло малиновое,0,0,57.1,231
2117,Повидло сливовое,0.6,0.5,73.6,285
2118,Повидло яблочное,0.4,0,40,190
2119,Подушечки с молочной начинкой,7,15,68,435
2120,Подушечки с шоколадной начинкой,7.5,17,59,420
2121,Профитроли,9.6,16,18.7,253
2122,Пряник Тульский,5.8,6.5,71.6,364
2123,Пряник Тульский купеческий,7.3,8.6,68.2,380
2124,Пряник Тульский с цукатами,5.5,6.8,71.4,363
2125,Пряник Тульский шоколадный,9.1,7.8,67.2,381
2126,Пряники Имбирные,5.9,6.5,70.5,353
2127,Рахат-лукум,0.8,0.7,79.4,316
2128,Рахат-лукум Пеко Калейдоскоп,0,0,81.8,314
2129,Рахат-лукум Пеко Мозаика,0,0,82,314
2130,Рахат-лукум Пеко Цитрусовый,0,0,81.8,314
2131,Рахат-лукум с фисташками,0.9,1,83,327
2132,Сочник,10.1,8.8,40.5,274
2133,Суфле Бон Пари,4.2,0,76.6,323
2134,Сухари диабетические,10.5,5.7,73.1,388
2135,Сухари к чаю,10,2.3,73.8,397
2136,Сухари с изюмом,8.4,4.9,78.5,395
2137,Сухари с сахаром,9.5,4.2,72.1,368
2138,Сухари с цукатами,9.7,3.5,80.3,384
2139,Сухари сливочные,9.7,9.1,72.9,414
2140,Тесто дрожжевое постное,5.8,6.4,49.3,274
2141,Тесто дрожжевое сдобное,10,13,50,357
2142,Тесто кадаиф,7.9,1.4,50.6,234
2143,Тесто песочное,6.5,21.6,49.9,403
2144,Тесто пресное,9,3,40.6,225
2145,Тесто пряничное,4.8,2.8,77.7,336
2146,Тесто слоеное бездрожжевое,5.5,18,38,340
2147,Тесто слоеное дрожжевое,6,18,40,350
2148,Тесто фило,7,20,48,441
2149,Урбеч из бразильского ореха,18,69,12,682
2150,Урбеч из какао-бобов Мералад,12.8,53,9.5,565
2151,Урбеч из кешью,25.5,53.6,22,595
2152,Урбеч из кунжута,19.4,48.7,12.2,575
2153,Урбеч из миндаля,18.1,53.7,13,609
2154,Урбеч из семян льна,25.5,50,22.6,610
2155,Урбеч из семян мака,17.5,47.5,14.5,520
2156,Фрукты в шоколаде,0.8,15.6,11,179
2157,Халва подсолнечная,11.6,29.7,54,523
2158,Халва тахинная,12.7,29.9,50.6,516
2159,Чак-чак,8.6,1.9,77.9,363
2160,Чурчхела,5,15,63,410
2161,Щербет с арахисом,5,11,77,430
2162,Язычки слоеные,5.4,21.6,37.5,368
2163,Абрикосовый компот,0.5,0,21,85
2164,Абрикосовый сок,0.9,0.1,9,38
2165,Айвовый компот,0.4,0,20,79
2166,Айвовый сок,0.5,0,10.6,45
2167,Ананасовый компот,0.1,0.1,14,71
2168,Ананасовый нектар,0.1,0,12.9,54
2169,Ананасовый сок,0.3,0.1,11.4,48
2170,Апельсиновый нектар,0.3,0,10.1,43
2171,Апельсиновый сок,0.9,0.2,8.1,36
2172,Арбузный сок,0.6,0.1,5.9,38
2173,Банановый сок,0,0,12,48
2174,Березовый сок,0.1,0,5.8,24
2175,Бузинный сок,1.1,0.2,5.1,27
2176,Виноградный компот,0.5,0,19.7,77
2177,Виноградный сок,0.3,0,14,54
2178,Вишнёвый компот,0.3,0.2,24,99
2179,Вишнёвый нектар,0.1,0,12,50
2180,Вишнёвый сок,0.7,0,10.2,47
2181,Гранатовый сок,0.3,0,14.5,64
2182,Грейпфрутовый нектар,0.2,0,10.4,44
2183,Грейпфрутовый сок,0.9,0.2,6.5,30
2184,Грушевый компот,0.2,0,18.2,70
2185,Грушевый нектар,0.1,0.1,8.8,37
2186,Грушевый сок,0.4,0.3,11,46
2187,Гуавовый сок,0.1,0.1,13.9,57
2188,Земляничный сок,0,0,10,41
2189,Кисель из вишневого сока,0.2,0,18.9,78
2190,Кисель из клюквы,0,0,13,53
2191,Кисель из кураги,0.4,0,12.9,54
2192,Кисель из сливового варенья,0.1,0,15.5,63
2193,Кисель из сушеных яблок,0.1,0,16.3,66
2194,Кисель из яблок,0.1,0.1,23.7,97
2195,Клубничный сок,0.6,0.4,7,31
2196,Клюквенный сок,0.4,0.3,11,46
2197,Компот из сухофруктов без сахара,0.8,0,14.2,60
2198,Лаймовый сок,0,0,8.2,25
2199,Лимонный сок,0.9,0.1,3,16
2200,Малиновый сок,0.8,0,24.7,100
2201,Манговый сок,0,0,13.5,54
2202,Мандариновый компот,0.1,0,18.1,69
2203,Мандариновый сок,0.8,0.3,8.1,36
2204,Морковный сок,1.1,0.1,6.4,28
2205,Нектар из маракуйи,0.2,0,9.8,41
2206,Нектар тыквенный ,0,0,12,48
2207,Нектариновый нектар,0.1,0,12.8,53
2208,Нектариновый сок,0.4,0,8.6,37
2209,Облепиховый сок,0.6,3.4,4.3,52
2210,Персиковый компот,0.5,0,19.9,78
2211,Персиковый нектар,0.2,0,9,38
2212,Персиковый сок,0.9,0.1,9.5,40
2213,Свекольный сок,1,0,9.9,42
2214,Сливовый компот,0.5,0,23.9,96
2215,Сливовый нектар,0.1,0,11,46
2216,Сливовый сок,0.8,0,9.6,39
2217,Сок овощная смесь Золотая Русь,0,0,5,20
2218,Сок петрушки,3.7,0.4,7.6,49
2219,Сок сельдерея,0.7,0.3,4.8,31
2220,Сок шпината,2.8,0.3,1.4,21
2221,Томатный сок,1.1,0.2,3.8,21
2222,Томатный сок J-7 с мякотью,0.2,0,5.3,22
2223,Тыквенный сок,0,0,9,38
2224,Черешневый компот,0.5,0,19.9,78
2225,Черничный сок,0,1,8,38
2226,Черноплодно-рябиновый сок,0.1,0,7.4,32
2227,Черносмородиновый компот,0.3,0.1,13.9,58
2228,Черносмородиновый сок,0.5,0,7.9,40
2229,Шиповниковый сок,0.1,0,17.6,70
2230,Яблочный компот,0.2,0,22.1,85
2231,Яблочный нектар,0.1,0,10,41
2232,Яблочный сок,0.4,0.4,9.8,42
2233,Агар пищевой,4,0,76,301
2234,Ажгон,19.7,14.5,11.9,333
2235,Анис,17.6,15.9,35.4,337
2236,Асафетида,0.1,0.1,0.1,0
2237,Бадьян,18,16,50,337
2238,Базилик свежий,2.5,0.6,4.3,27
2239,Базилик сушеный,14.4,4,61,251
2240,Бульонный кубик,2,2,4,40
2241,Ванилин,0.1,0.1,12.7,288
2242,Ваниль,1.2,0.1,12.5,287
2243,Ванильная эссенция,0.1,0.1,12.6,288
2244,Ванильный порошок,1.2,0.1,12.5,287
2245,Гвоздика,6,20.1,27,323
2246,Горчица,5.7,6.4,22,162
2247,Горчица белая (английская),37.1,11.1,5.9,271
2248,Горчица дижонская,9.9,12.7,5.3,143
2249,Горчица Махеевъ столовая Русская,9.6,10.9,11,181
2250,Горчица русская (сарептская),8.7,11,11.6,185
2251,Горчица чёрная (французская),37.1,11.1,5.9,271
2252,Горчичный порошок,37.1,11.1,32.6,378
2253,Дрожжи,12.7,2.7,0,75
2254,Дрожжи пивные,12.7,2.7,0,75
2255,Дрожжи прессованные,12.7,2.7,8.5,109
2256,Душица (орегано),1.5,0,5,25
2257,Дягиль,4.2,2.4,3.1,10
2258,Жасмин,0.1,0,0,1
2259,Желатин Dr.Oetker пищевой,84,0,0,336
2260,Желатин листовой,85,0.5,0,336
2261,Желатин пищевой,87.2,0.4,0.7,355
2262,Желе Dr.Oetker со вкусом Апельсина,13.1,0,80.4,374
2263,Желе Dr.Oetker со вкусом Вишни,13.1,0,80.3,374
2264,Желе Dr.Oetker со вкусом Клубники,14,0,80,388
2265,Желе Dr.Oetker со вкусом Лесных ягод,13.1,0,80.3,374
2266,Желе Dr.Oetker со вкусом Лимона,13.1,0,80.7,375
2267,Желе Dr.Oetker со вкусом Малины,13.1,0,80.4,374
2268,Желфикс Dr.Oetker,0.5,0,0.5,313
2269,Жидкий дым,0.1,0.1,0.1,0
2270,Загуститель Dr.Oetker для сливок,0,0.1,93.9,376
2271,Заправка Sen Soy Premium Ореховая для салатов,4,30,12,330
2272,Заправка Махеевъ для солянки,0.5,0.8,3.4,23
2273,Заправка Сэн Сой для фунчозы по-корейски,1.3,55,10.1,541
2274,Заправка Чим-Чим для салата из фунчозы,1,60,20,630
